pupilid,schoolid,district,bungoma,division,zone,tracking,sbm,girl,agetest,etpteacher,lowstream,stream_meanpercentile,SDstream_std_mark,MEANstream_std_mark,bottomhalf,tophalf,bottomquarter,secondquarter,thirdquarter,topquarter,std_mark,percentile,realpercentile,quantile5p,attrition,w_correct,w_incorrect,w_missing,w_blanks,s_correct,s_incorrect,s_missing,s_blanks,a1_correct,a2_correct,a3_correct,a4_correct,a5_correct,a6_correct,a7_correct,a8_correct,spelling_correct,l_hr,l_min,l_tried,l_errors,l_time,wordscore,sentscore,letterscore,letterscoreraw,spellscore,sentscore24,letterscore24,spellscore24,litscore,additions_score,substractions_score,multiplications_score,mathscoreraw,totalscore,rMEANstream_std_baselinemark,rSDstream_std_baselinemark,rMEANstream_std_total,rSDstream_std_total,rMEANstream_std_math,rSDstream_std_math,rMEANstream_std_lit,rSDstream_std_lit,r2_attrition,r2_age,r2_w_correct,r2_w_incorrect,r2_w_missing,r2_s_correct,r2_s_incorrect,r2_s_missing,r2_a1_correct,r2_a2_correct,r2_a3_correct,r2_a4_correct,r2_a5_correct,r2_a6_correct,r2_a7_correct,r2_a8_correct,r2_spelling_correct,r2_l_hr,r2_l_min,r2_l_tried,r2_l_errors,r2_l_time,r2_wordscore,r2_sentscore,r2_letterscore,r2_letterscoreraw,r2_spellscore,r2_sentscore24,r2_letterscore24,r2_spellscore24,r2_litscore,r2_mathscoreraw,r2_additions_score,r2_substractions_score,r2_multiplications_score,r2_totalscore
9381008,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,8,0,0,52.196968,1.022961,0.018583408,0,1,0,0,1,0,-0.22469494,54.958679,55,11,0,10,14,0,,21,19,0,,2,1,1,2,0,0,0,0,0,10,48,0,0,,0,2,0,,0,1.2,0,0,0.30000001,3,3,0,6,6.3000002,0.040797584,1.0460272,-0.1643291,1.0325654,-0.088176019,1.0657558,-0.21277182,0.92955512,0,10,11,13,0,14,22,4,3,2,1,2,1,0,0,0,2,10,44,0,0,,0,0,0,,2,0,0,4.8000002,1.2,9,4,4,1,10.2
9381009,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,7,1,0,51.512817,0.98451555,-0.018898321,1,0,0,1,0,0,-0.66303432,35.537189,36,8,0,12,12,0,,32,8,0,,2,1,0,0,0,0,0,0,1,10,49,0,0,,0,24,0,,1,14.4,0,2.4000001,4.1999998,2,1,0,3,7.1999998,-0.03459961,0.96483493,0.22315985,0.95189071,0.13307148,0.93409336,0.27070978,1.0490203,0,8,10,14,0,3,4,33,2,1,0,0,0,0,0,0,4,11,5,40,1,,0,0,39,39,4,0,13.371428,9.6000004,5.742857,3,2,1,0,8.742857
9381010,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,,0,0,52.196968,1.022961,0.018583408,1,0,1,0,0,0,-1.0137058,14.462805,15,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04772459,1.0417327,-0.1718991,1.0239347,-0.090824418,1.0560842,-0.2234049,0.9264214,0,8,12,12,0,20,20,0,1,0,0,0,0,0,0,0,0,10,45,0,0,,0,0,0,,0,0,0,0,0,1,1,0,0,1
9381011,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,7,1,0,51.512817,0.98451555,-0.018898321,0,1,0,0,1,0,-0.31236282,53.719009,54,11,0,19,5,0,,6,2,32,,3,3,0,0,3,1,0,0,1,10,30,47,3,,14,4,44,44,1,2.4000001,15.085714,2.4000001,8.4714289,4,3,3,10,18.471428,-0.037749454,0.96633339,0.18701224,0.96063942,0.096430831,0.95102131,0.24628744,1.0483098,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9381012,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,6,0,0,52.196968,1.022961,0.018583408,1,0,1,0,0,0,-1.1013737,9.9173546,10,2,0,0,0,24,,6,5,29,ene-15,0,0,0,1,0,0,0,0,0,11,18,32,7,,0,1,25,25,0,0.60000002,8.5714283,0,2.2928572,0,1,0,1,3.2928572,0.048514705,1.0409389,-0.15840754,1.0282011,-0.070812471,1.0549403,-0.22016694,0.93526506,0,8,11,13,0,7,6,27,0,0,0,0,0,,,,0,11,13,38,6,,0,1,32,32,0,0.60000002,10.971429,0,2.8928573,0,0,0,0,2.8928573
9381014,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,12,0,0,52.196968,1.022961,0.018583408,0,1,0,0,1,0,-0.18086101,55.785126,56,12,0,7,17,0,,17,13,10,,2,2,1,1,0,0,0,0,0,10,8,0,0,,0,4,0,,0,2.4000001,0,0,0.60000002,3,3,0,6,6.5999999,0.040421143,1.0461192,-0.16494675,1.032827,-0.088176019,1.0657558,-0.21381089,0.9308787,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9381017,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,10,1,0,51.512817,0.98451555,-0.018898321,0,1,0,0,1,0,0.12597655,65.289253,66,14,0,4,4,16,07-dic,11,4,25,dic-15,3,3,1,2,2,2,0,0,0,10,6,31,3,,0,7,28,28,0,4.1999998,9.6000004,0,3.45,6,5,2,13,16.450001,-0.041738473,0.96634811,0.19282009,0.96433359,0.082017325,0.93662477,0.27570418,1.0458909,0,10,13,11,0,19,21,0,3,3,2,2,0,0,0,0,0,10,59,33,4,,2,0,29,29,0,0,9.9428568,0,2.9857142,10,5,5,0,12.985714
9381018,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,7,0,0,52.196968,1.022961,0.018583408,0,1,0,0,1,0,0.038308676,61.570248,62,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038549382,1.046352,-0.1718991,1.0239347,-0.090824418,1.0560842,-0.2234049,0.9264214,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9381019,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,9,1,0,51.512817,0.98451555,-0.018898321,1,0,1,0,0,0,-1.2767094,1.2396693,2,1,0,9,14,1,,15,15,10,,0,0,0,0,0,0,0,0,0,10,47,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,-0.029143,0.95893282,0.25260434,0.90485042,0.15108897,0.90295601,0.30203134,1.0177177,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9381020,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,,0,0,52.196968,1.022961,0.018583408,1,0,1,0,0,0,-1.1013737,8.2644644,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048514705,1.0409389,-0.1718991,1.0239347,-0.090824418,1.0560842,-0.2234049,0.9264214,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9381032,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,10,0,0,52.196968,1.022961,0.018583408,0,1,0,0,1,0,-0.31236282,52.892563,53,11,0,10,14,0,,17,13,10,,3,2,0,0,0,0,0,0,0,11,8,34,8,,0,4,26,26,0,2.4000001,8.9142857,0,2.8285713,3,2,0,5,7.8285713,0.04155292,1.0457975,-0.16752927,1.0335815,-0.084592938,1.0651187,-0.2223572,0.93560427,0,8,11,13,0,19,21,0,3,2,1,2,0,2,1,0,0,11,13,47,5,,0,0,42,42,0,0,14.4,0,3.5999999,11,6,5,0,14.6
9381033,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,9,1,0,51.512817,0.98451555,-0.018898321,0,1,0,0,1,0,0.12597655,65.289253,66,14,0,7,5,12,01-dic,19,11,10,,0,0,0,0,0,0,0,0,0,11,17,35,6,,2,8,29,29,0,4.8000002,9.9428568,0,4.1857142,0,0,0,0,4.1857142,-0.041738473,0.96634811,0.23472361,0.93685418,0.15108897,0.90295601,0.2708028,1.0489699,0,10,8,16,0,20,10,10,2,2,0,0,0,0,0,0,0,10,46,0,0,,0,10,0,,0,6,0,0,1.5,4,2,2,0,5.5
9381038,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,,0,0,52.196968,1.022961,0.018583408,0,1,0,0,1,0,-0.31236282,52.892563,53,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04155292,1.0457975,-0.1718991,1.0239347,-0.090824418,1.0560842,-0.2234049,0.9264214,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9381039,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,8,1,0,51.512817,0.98451555,-0.018898321,0,1,0,0,1,0,-0.049359195,59.504135,60,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.040134814,0.96658885,0.20054892,0.95324153,0.10596181,0.94146234,0.26063898,1.0383768,0,9,9,15,0,26,14,0,3,3,1,2,0,,,,0,11,3,51,0,,0,12,51,51,0,7.1999998,17.485714,0,6.1714287,9,4,5,0,15.171429
9381042,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,11,0,0,52.196968,1.022961,0.018583408,1,0,1,0,0,0,-1.1013737,8.2644644,9,2,0,2,10,12,,1,4,35,,1,0,0,0,0,0,0,0,2,10,16,43,9,,0,0,34,34,2,0,11.657143,4.8000002,4.1142855,1,0,0,1,5.1142855,0.048514705,1.0409389,-0.16193652,1.0312277,-0.070812471,1.0549403,-0.2279821,0.93441874,0,10,19,5,0,6,7,27,1,1,0,2,1,0,0,0,4,11,17,66,1,,14,0,65,65,4,0,22.285715,9.6000004,11.471428,5,1,3,1,16.471428
9381043,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,12,1,0,51.512817,0.98451555,-0.018898321,0,1,0,0,1,0,-0.35619676,50.826447,51,11,0,18,6,0,,5,10,25,,2,3,2,0,0,2,0,0,4,11,12,41,0,,12,0,41,41,4,0,14.057143,9.6000004,8.9142857,6,3,0,9,17.914286,-0.037354015,0.96621877,0.1885879,0.961896,0.10135315,0.95285594,0.24410917,1.0463761,0,11,23,1,0,20,8,12,3,3,1,1,3,2,0,0,6,1,32,62,0,,22,12,62,62,6,7.1999998,21.257143,14.4,16.214287,13,6,4,3,29.214287
9381046,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,7,0,0,52.196968,1.022961,0.018583408,0,1,0,0,0,1,1.5286626,90.082642,91,19,0,14,10,0,,9,6,25,,3,3,2,2,3,2,0,0,7,10,55,34,1,,4,3,33,33,7,1.8,11.314285,16.799999,8.4785709,7,5,3,15,23.478571,0.026130894,1.0376785,-0.20990951,0.99723005,-0.12509093,1.0372299,-0.2514877,0.9083637,0,8,22,2,0,34,6,0,3,3,3,2,0,0,0,0,8,10,50,58,0,,20,28,58,58,8,16.799999,19.885714,19.200001,18.971428,11,6,5,0,29.971428
9381049,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,9,1,0,51.512817,0.98451555,-0.018898321,1,0,0,1,0,0,-0.57536644,41.322315,42,9,0,18,6,0,,20,10,10,,2,0,0,0,0,0,0,0,0,10,52,14,8,,12,10,6,6,0,6,2.057143,0,5.0142856,2,0,0,2,7.0142856,-0.035384346,0.96533459,0.22384459,0.9511348,0.13887122,0.92559135,0.26554397,1.0513103,0,12,14,10,0,23,17,0,3,2,1,0,,,,,1,13,1,0,0,,4,6,0,,1,3.5999999,0,2.4000001,2.5,6,4,2,0,8.5
9381053,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,,1,0,51.512817,0.98451555,-0.018898321,1,0,0,1,0,0,-0.66303432,43.388432,44,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03459961,0.96483493,0.20054892,0.95324153,0.10596181,0.94146234,0.26063898,1.0383768,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9381054,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,,0,0,52.196968,1.022961,0.018583408,0,1,0,0,1,0,-0.049359195,59.504135,60,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039296046,1.0463043,-0.1718991,1.0239347,-0.090824418,1.0560842,-0.2234049,0.9264214,0,8,12,11,0,19,14,7,3,3,2,1,2,0,0,0,3,10,58,48,0,,1,5,48,48,3,3,16.457144,7.1999998,6.9142857,11,5,4,2,17.914286
9381055,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,8,1,0,51.512817,0.98451555,-0.018898321,1,0,0,1,0,0,-0.66303432,35.537189,36,8,0,17,7,0,,7,1,32,,2,3,2,2,2,1,1,0,7,11,1,58,0,,10,6,58,58,7,3.5999999,19.885714,16.799999,12.571428,5,6,2,13,25.571428,-0.03459961,0.96483493,0.16842854,0.92664647,0.082017325,0.93662477,0.22845437,1.0141807,0,9,23,1,0,10,7,23,3,3,1,3,2,0,0,0,7,10,48,0,0,,22,3,0,,7,1.8,0,16.799999,10.15,12,4,6,2,22.15
9381057,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,9,1,0,51.512817,0.98451555,-0.018898321,1,0,0,1,0,0,-0.7507022,26.446283,27,6,0,12,12,0,,11,10,19,,1,1,0,0,0,1,0,0,0,11,10,19,4,,0,1,15,15,0,0.60000002,5.1428571,0,1.4357142,2,1,0,3,4.4357142,-0.033816498,0.96425092,0.2337262,0.93833482,0.13307148,0.93409336,0.29035038,1.0323775,0,10,11,13,0,19,21,0,3,0,1,0,3,0,0,0,1,10,54,49,1,,0,0,48,48,1,0,16.457144,2.4000001,4.7142859,7,4,0,3,11.714286
9381060,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,1,10,0,0,52.196968,1.022961,0.018583408,1,0,0,1,0,0,-0.66303432,35.537189,36,8,0,13,11,0,,17,23,0,,3,3,1,2,1,1,0,0,1,10,51,38,3,,2,0,35,35,1,0,12,2.4000001,4.0999999,5,5,1,11,15.1,0.044607706,1.0442654,-0.18475841,1.0278137,-0.10739919,1.0580275,-0.22791661,0.93444741,0,10,14,10,0,17,23,0,3,3,3,1,2,1,0,0,3,10,59,24,3,,4,0,21,21,3,0,7.1999998,7.1999998,4.5999999,13,7,4,2,17.6
9381062,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,8,0,0,52.196968,1.022961,0.018583408,0,1,0,0,0,1,1.3533268,88.842972,89,18,0,11,13,0,,23,17,0,,1,2,1,2,0,2,0,0,0,10,39,49,4,,0,6,45,45,0,3.5999999,15.428572,0,4.757143,4,4,0,8,12.757143,0.027576722,1.0396684,-0.17881456,1.031592,-0.095571972,1.0648675,-0.23099799,0.93276739,0,8,14,9,1,6,9,25,3,2,2,2,0,3,1,0,2,11,14,47,1,,5,0,46,46,2,0,15.771428,4.8000002,6.3928566,13,8,5,0,19.392857
9381063,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,8,1,0,51.512817,0.98451555,-0.018898321,0,1,0,0,1,0,0.47664803,73.966942,74,15,0,23,1,0,,29,4,7,,3,3,3,1,1,0,0,0,5,10,36,35,1,,22,25,34,34,5,15,11.657143,12,15.164286,6,4,1,11,26.164286,-0.044983532,0.96487552,0.16699162,0.92205215,0.091575801,0.94774866,0.2199215,0.96759135,0,11,23,1,0,33,7,0,3,3,3,2,3,2,0,0,8,10,33,60,0,,22,26,60,60,8,15.6,20.571428,19.200001,19.342857,16,8,5,3,35.342857
9381064,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,8,0,0,52.196968,1.022961,0.018583408,0,1,0,0,0,1,2.0546699,95.041321,96,20,0,14,10,0,,13,27,0,,3,3,1,2,3,2,0,0,0,10,37,45,9,,4,0,36,36,0,0,12.342857,0,4.0857143,6,5,3,14,18.085714,0.02179045,1.0299859,-0.19295995,1.0201873,-0.12041405,1.0438557,-0.22785117,0.93447566,0,12,13,11,0,16,24,0,3,2,2,3,0,1,0,0,0,10,34,58,0,,2,0,58,58,0,0,19.885714,0,5.4714284,11,6,5,0,16.471428
9381066,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,8,0,0,52.196968,1.022961,0.018583408,1,0,1,0,0,0,-1.0137058,11.570245,12,3,0,7,5,12,,7,2,31,,3,3,1,2,0,1,0,0,1,10,56,35,5,,2,5,30,30,1,3,10.285714,2.4000001,4.4214287,5,5,0,10,14.421429,0.04772459,1.0417327,-0.1829948,1.0291011,-0.10334348,1.0610672,-0.22940558,0.93371838,0,9,13,11,0,4,6,30,3,2,1,2,0,0,0,0,2,10,39,42,2,,2,0,40,40,2,0,13.714286,4.8000002,5.1285715,8,4,4,0,13.128572
9381070,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,9,0,0,52.196968,1.022961,0.018583408,1,0,1,0,0,0,-1.0137058,11.570245,12,3,0,9,15,0,,19,21,0,,0,0,0,0,0,0,0,0,0,10,50,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.04772459,1.0417327,-0.15245679,1.0195036,-0.06746269,1.0502855,-0.21175873,0.92805904,0,8,11,13,0,20,20,0,3,1,1,0,0,0,0,0,3,10,49,0,0,,0,0,0,,3,0,0,7.1999998,1.8,5,4,1,0,6.8000002
9381072,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,12,0,0,52.196968,1.022961,0.018583408,0,1,0,0,0,1,2.8875146,99.586777,100,20,0,21,3,0,,8,7,25,,3,3,2,0,1,1,0,0,6,11,23,30,2,,18,1,28,28,6,0.60000002,9.6000004,14.4,10.65,6,3,1,10,20.65,0.014842327,1.0118052,-0.20064196,1.0108804,-0.10334348,1.0610672,-0.26632053,0.88017148,0,13,21,3,0,29,11,0,2,3,0,2,2,0,0,0,8,10,45,42,1,,18,18,41,41,8,10.8,14.057143,19.200001,15.514286,9,2,5,2,24.514286
9381073,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,9,1,0,51.512817,0.98451555,-0.018898321,1,0,1,0,0,0,-0.92603791,17.35537,18,4,0,8,16,0,,19,21,0,,2,3,1,2,2,0,0,0,0,10,42,24,4,,0,0,20,20,0,0,6.8571429,0,1.7142857,3,5,2,10,11.714286,-0.032254543,0.96282732,0.20750056,0.96397072,0.096430831,0.95102131,0.28821003,1.0347135,0,10,14,10,0,15,13,12,3,2,3,2,3,1,0,0,0,10,35,31,2,,4,2,29,29,0,1.2,9.9428568,0,3.7857141,14,7,4,3,17.785713
9381074,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,7,0,0,52.196968,1.022961,0.018583408,1,0,0,1,0,0,-0.66303432,35.537189,36,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044607706,1.0442654,-0.1718991,1.0239347,-0.090824418,1.0560842,-0.2234049,0.9264214,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9381076,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,7,0,0,52.196968,1.022961,0.018583408,1,0,1,0,0,0,-1.1013737,8.2644644,9,2,0,6,15,3,,6,9,25,,2,1,0,0,0,0,0,0,0,10,14,14,5,,0,0,9,9,0,0,3.0857143,0,0.77142859,2,1,0,3,3.7714286,0.048514705,1.0409389,-0.15931801,1.0291133,-0.077609688,1.0616179,-0.21441633,0.93155897,0,8,8,16,0,10,6,24,3,1,0,0,0,0,0,0,0,11,21,0,0,,0,4,0,,0,2.4000001,0,0,0.60000002,4,3,1,0,4.5999999
9381078,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,6,0,0,52.196968,1.022961,0.018583408,1,0,0,1,0,0,-0.57536644,41.322315,42,9,0,10,6,8,,4,8,28,nov-15,3,3,0,0,0,0,0,0,0,11,20,25,7,,4,0,18,18,0,0,6.1714287,0,2.5428572,3,3,0,6,8.5428572,0.043838557,1.044741,-0.16907097,1.0337884,-0.088176019,1.0657558,-0.22117811,0.93548471,0,9,14,10,0,4,5,31,3,3,1,2,0,0,0,0,0,10,38,34,2,,4,0,32,32,0,0,10.971429,0,3.7428572,9,4,5,0,12.742857
9381079,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,6,1,0,51.512817,0.98451555,-0.018898321,1,0,0,1,0,0,-0.66303432,35.537189,36,8,0,11,13,0,,17,13,10,,3,3,2,2,1,2,0,0,0,10,58,68,0,,0,4,68,68,0,2.4000001,23.314285,0,6.4285712,7,5,1,13,19.428572,-0.03459961,0.96483493,0.18434812,0.95804441,0.082017325,0.93662477,0.25716496,1.0525931,0,7,19,5,0,16,10,14,3,3,2,3,0,2,1,0,2,10,40,70,0,57,14,6,70,70,2,3.5999999,24,4.8000002,11.599999,14,7,7,0,25.599998
9381080,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,10,0,0,52.196968,1.022961,0.018583408,1,0,1,0,0,0,-1.0137058,11.570245,12,3,0,5,7,12,,16,24,0,,0,0,0,0,0,0,0,0,0,10,46,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.04772459,1.0417327,-0.15245679,1.0195036,-0.06746269,1.0502855,-0.21175873,0.92805904,0,10,7,16,1,22,18,0,2,2,0,1,0,0,0,0,0,10,57,0,0,,0,4,0,,0,2.4000001,0,0,0.60000002,5,2,3,0,5.5999999
9381082,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,9,0,0,52.196968,1.022961,0.018583408,1,0,0,1,0,0,-0.40003067,47.933884,48,10,0,7,17,0,,20,20,0,,3,3,1,2,1,0,0,0,0,10,56,27,4,,0,0,23,23,0,0,7.8857141,0,1.9714285,4,5,1,10,11.971429,0.042311329,1.0455067,-0.17690957,1.032445,-0.10334348,1.0610672,-0.21889466,0.93482351,0,9,8,16,0,16,16,8,3,3,2,2,0,1,0,0,1,10,31,40,3,,0,0,37,37,1,0,12.685715,2.4000001,3.7714286,11,6,5,0,14.771429
9381083,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,9,1,0,51.512817,0.98451555,-0.018898321,1,0,0,1,0,0,-0.40003067,47.933884,48,10,0,7,17,0,,9,9,22,,3,2,0,0,3,0,0,0,0,10,22,19,7,,0,0,12,12,0,0,4.1142859,0,1.0285715,3,2,3,8,9.0285711,-0.036959108,0.96608347,0.21659689,0.95821267,0.10635546,0.95328802,0.29354987,1.028676,0,12,12,12,0,21,19,0,3,2,0,2,2,2,0,0,0,10,58,0,0,,0,2,0,,0,1.2,0,0,0.30000001,11,5,4,2,11.3
9381084,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,8,0,0,52.196968,1.022961,0.018583408,1,0,1,0,0,0,-0.83837003,21.487606,22,5,0,10,13,1,,3,9,28,,3,2,1,1,1,0,0,0,0,11,22,35,2,,0,0,33,33,0,0,11.314285,0,2.8285713,4,3,1,8,10.828571,0.046157654,1.0431262,-0.17421304,1.0333216,-0.095571972,1.0648675,-0.2223572,0.93560427,0,9,15,9,0,6,1,33,3,3,1,2,0,,,,3,11,9,48,1,,6,5,47,47,3,3,16.114286,7.1999998,8.0785713,9,4,5,0,17.078571
9381089,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,9,1,0,51.512817,0.98451555,-0.018898321,0,1,0,0,0,1,1.7039982,91.735535,92,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056893077,0.9487586,0.20054892,0.95324153,0.10596181,0.94146234,0.26063898,1.0383768,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9381092,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,8,0,0,52.196968,1.022961,0.018583408,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038553882,1.0418968,-0.1718991,1.0239347,-0.090824418,1.0560842,-0.2234049,0.9264214,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9381097,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,9,1,0,51.512817,0.98451555,-0.018898321,0,1,0,0,0,1,1.0903232,83.471077,84,17,0,18,6,0,,6,9,25,,3,3,1,2,2,0,1,0,5,10,14,33,2,,12,0,31,31,5,0,10.628572,12,8.6571426,4,6,2,12,20.657143,-0.05081388,0.9590373,0.18100525,0.95387769,0.086775452,0.94297856,0.24536645,1.0475444,0,10,21,3,0,23,17,0,3,3,3,2,2,1,1,0,5,10,47,66,0,,18,6,66,66,5,3.5999999,22.628571,12,14.057142,15,7,6,2,29.057142
9381102,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,7,0,0,52.196968,1.022961,0.018583408,1,0,0,1,0,0,-0.66303432,35.537189,36,8,0,0,0,24,,4,0,36,,0,0,0,0,0,0,0,0,0,11,6,17,7,,0,4,10,10,0,2.4000001,3.4285715,0,1.4571428,0,0,0,0,1.4571428,0.044607706,1.0442654,-0.15502357,1.0238919,-0.06746269,1.0502855,-0.21692348,0.93374044,0,10,13,11,0,23,17,0,3,0,0,0,0,0,,,0,11,12,0,0,,2,6,0,,0,3.5999999,0,0,1.4,3,3,0,0,4.4000001
9381103,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,11,1,0,51.512817,0.98451555,-0.018898321,0,1,0,0,1,0,0.12597655,65.289253,66,14,0,5,7,12,,3,2,35,,3,3,1,0,3,1,0,0,5,10,28,43,2,,0,1,41,41,5,0.60000002,14.057143,12,6.6642857,5,3,3,11,17.664286,-0.041738473,0.96634811,0.18930106,0.96240032,0.091575801,0.94774866,0.25583807,1.0524741,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9381104,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,10,0,0,52.196968,1.022961,0.018583408,0,1,0,0,0,1,1.0903232,83.471077,84,17,0,15,9,0,,15,15,10,,3,2,3,1,3,2,0,0,2,10,4,26,0,,6,0,26,26,2,0,8.9142857,4.8000002,4.9285717,8,3,3,14,18.928572,0.029748734,1.0421473,-0.1954156,1.0174247,-0.12041405,1.0438557,-0.23182614,0.93220657,0,10,23,1,0,35,5,0,3,3,3,3,3,2,0,0,7,10,49,70,0,58,22,30,70,70,7,18,24,16.799999,20.200001,17,8,6,3,37.200001
9381105,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,10,1,0,51.512817,0.98451555,-0.018898321,0,1,0,0,1,0,0.082142614,63.636364,64,13,0,18,6,0,,17,13,10,,3,3,1,0,2,2,0,0,6,10,58,35,2,,12,4,33,33,6,2.4000001,11.314285,14.4,10.028571,6,3,2,11,21.028572,-0.041336395,0.96643913,0.18001108,0.95242637,0.091575801,0.94774866,0.23890144,1.0397949,0,10,22,2,0,25,2,13,2,3,2,1,0,0,0,0,6,10,30,24,0,,20,23,24,24,6,13.8,8.2285719,14.4,14.107143,8,4,4,0,22.107143
9381106,938,BUTERE/M,0,MUMIAS,MUMIAS EAST,0,1,0,11,0,0,52.196968,1.022961,0.018583408,0,1,0,0,1,0,0.25747836,69.834709,70,14,0,8,16,0,,24,16,0,,3,3,2,2,1,1,1,0,0,10,34,20,1,,0,8,19,19,0,4.8000002,6.5142856,0,2.8285713,6,6,1,13,15.828571,0.03669377,1.0462064,-0.18669179,1.0262518,-0.11591868,1.0494792,-0.2223572,0.93560427,0,13,16,8,0,15,25,0,3,3,3,3,0,2,0,0,1,10,56,0,0,,8,0,0,,1,0,0,2.4000001,2.5999999,14,8,6,0,16.6
