earnq1,earnq2,earnq3,earnq4,earnq5,earnq6,earnq7,earnq8,earnq9,earnq10,earnq11,earnq12,earnq13,earnq14,earnq15,earnq16,treatmnt,dsgn_wgt,white,black,hispanic,eng_sec_language,havekids_at_bline,male,educlevel_at_bline,hsgrad_at_bline,ged_at_bline,everwork_at_bline,wrk_lyr_bline,mos_wrk_lyr_bline,earn_lyr_bline,wage_bline,anywlfr_bline,alcohol_bline,arrest_bline,jail_bline,participate,voc_in_jc,work_wk48,pct_wks_wrk,logwage_wk208,wagenotmiss,attrit,nomiss
92.307693,117.55,99.60923,132.8123,256.56924,271.11597,269.53195,228.06549,0,0,0,0,0,0,0,0,1,8.9722795,0,1,0,0,0,1,11,0,0,1,0,0,0,,1,0,0,0,1,1,0,42.78846,,0,0,1
0,.e,.e,.e,.e,.e,115.51369,0,0,0,13.568586,46.106846,0,0,0,0,1,8.9722795,0,1,0,0,0,1,8,0,0,0,0,0,0,,1,1,0,0,1,1,0,38.789722,2.0053334,1,0,0
0,0,0,0,0,88.856682,231.02737,71.08535,0,0,0,0,0,72.177467,234.57675,117.8658,1,5.8583708,0,1,0,0,1,0,8,0,0,0,0,0,0,,1,0,0,0,1,1,1,21.634615,1.8325815,1,0,1
265.1077,303.15915,301.36319,188.65384,211.29231,271.11597,358.38861,313.9603,231.02737,456.05124,477.75476,718.38855,822.01923,646.80621,327.39697,444.98438,0,11.108077,1,0,0,0,0,1,9,0,0,1,1,1,1050,7.5,1,1,1,,0,0,1,97.115387,2.7725887,1,0,0
.e,224.49269,0,0,0,0,92.559044,240.65352,240.65352,238.71454,237.85278,.e,.e,379.00641,388.69302,.e,0,12.496587,1,0,0,0,0,1,11,0,0,1,1,.5,480,6,0,0,0,0,0,0,,62.640194,2.0794415,1,0,0
62.76923,0,60.369232,60.369232,0,62.708828,201.5936,36.653381,0,0,294.57153,0,0,59.762939,258.97275,258.97275,1,8.9722795,0,1,0,0,0,0,11,0,0,1,1,9.75,2486,4.25,1,0,0,0,1,1,1,38.46154,1.7491999,1,0,1
0,262.39499,47.540768,118.28596,176.99393,201.60812,539.0639,539.0639,539.0639,534.72058,690.35114,0,0,0,0,531.80353,0,11.108077,0,0,1,0,0,1,9,0,0,1,1,4.75,4208,4.25,0,0,0,0,0,0,1,40.383442,2.5649493,1,0,1
64.615387,103.61884,103.005,103.005,103.005,101.66849,294.11563,449.61481,138.61642,137.49957,145.19997,243.56125,243.56125,241.49684,304.87759,300.25824,1,5.8583708,0,0,1,0,0,1,7,0,0,0,0,0,0,,0,0,0,0,1,1,1,97.596153,2.0794415,1,0,1
0,0,0,0,0,0,0,0,0,0,309.13544,365.34186,265.22415,339.60495,51.967773,0,1,8.9722795,0,1,0,0,0,1,10,0,0,1,1,3.5,1440,4.25,0,0,0,0,1,1,0,22.115385,2.0794415,1,0,1
0,305.61923,458.90677,274.67999,314.31033,367.94308,365.79333,365.79333,365.79333,307.22516,0,0,99.532242,306.58475,262.72598,262.72598,0,12.496587,0,1,0,0,0,1,11,0,0,1,1,7.5,5670,4.25,1,0,0,0,0,0,1,73.557693,2.2512918,1,0,1
276.89459,244.24443,242.7975,93.383652,.e,274.19431,161.71916,225.47383,176.88034,175.45518,174.82179,174.82179,13.44783,0,0,0,1,8.9722795,0,1,0,0,,1,11,0,0,1,1,10,5887,5,,1,1,0,1,1,0,57.068619,1.658228,1,0,0
0,0,75.46154,196.2,0,0,0,0,0,0,0,0,0,0,327.39697,354.68005,1,8.9722795,0,1,0,0,0,1,9,0,0,1,1,9,9720,4.090909,1,0,0,0,1,0,1,20.673077,2.3513753,1,0,1
0,0,0,0,0,.e,.e,.e,.e,179.3013,0,0,126.02538,36.007252,0,0,0,11.108077,0,1,0,0,0,0,10,0,0,0,0,0,0,,1,0,0,0,0,0,0,37.694923,,0,0,0
,,,,,,,,,,,,,,,,1,8.9722795,0,1,0,0,0,1,9,0,0,1,1,,,5,,0,0,0,,,,,,,1,0
,,,,,,,,,,,,,,,,0,11.108077,0,1,0,0,0,1,11,0,0,1,0,0,0,,0,1,0,0,,,,,,,1,0
,,,,,,,,,,,,,,,,1,8.9722795,0,0,0,0,1,1,11,0,0,1,1,5.5,8640,5.5,0,1,0,0,,,,,,,1,0
,,,,,,,,,,,,,,,,0,11.108077,0,0,1,1,0,1,10,0,0,1,1,3.5,1372,4.9000001,0,1,1,,,,,,,,1,0
0,0,0,0,0,0,0,166.60628,185.11809,105.38708,0,0,0,0,0,12.703234,1,5.8583708,1,0,0,0,1,0,8,0,0,1,1,2.25,1147.5,4.25,1,1,0,0,1,1,1,12.980769,1.704748,1,0,1
152,150.00061,149.112,173.86339,305.47211,344.71066,342.69666,342.69666,342.69666,339.93552,338.70834,338.70834,338.70834,335.83749,334.04321,334.04321,1,8.9722795,0,0,1,0,0,0,12,1,0,1,1,12,5091,4.25,1,1,0,0,0,0,1,100,,0,0,1
280,276.31693,308.6377,441.45001,33.957691,0,0,0,0,0,0,0,428.20087,194.63676,0,259.83887,1,8.9722795,0,0,1,1,1,1,12,1,0,1,1,12,14560,8,1,1,0,0,0,0,1,37.5,2.5902672,1,0,1
0,5.6596155,28.298077,0,0,0,0,0,0,0,0,203.52879,97.995346,97.164749,96.645622,81.777069,1,5.8583708,0,1,0,0,0,0,12,1,0,1,1,2,1190,4.25,1,0,0,0,1,1,0,31.73077,1.6389967,1,0,1
261.40384,98.017227,58.860001,58.860001,68.22715,0,0,193.26329,279.15808,21.473698,65.86692,285.42334,364.46365,131.73384,272.10904,381.81879,1,8.9722795,1,0,0,0,0,0,10,0,0,1,1,10.5,10554,5.4499998,0,1,0,0,1,1,1,.h,2.3025851,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,0,1,0,0,0,1,10,0,0,0,0,0,0,,0,1,0,0,,,,,,,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.38318,0,12.496587,0,1,0,0,0,1,8,0,0,0,0,0,0,,1,1,1,0,0,0,0,3.8461537,1.9810015,1,0,1
0,0,0,0,0,0,73.706619,65.161568,71.677727,95.726593,79.772163,40.617935,264.01657,261.77881,260.38019,260.38019,1,8.9722795,0,1,0,0,0,1,7,0,0,0,0,0,0,,0,0,0,0,1,1,1,37.01923,1.9369415,1,0,1
0,0,0,253.55077,225.63,145.24069,144.39211,55.535427,0,2.195564,120.53647,152.37215,137.0032,135.84198,135.11621,135.11621,0,19.994539,0,1,0,0,0,0,8,0,0,0,0,0,0,,1,0,0,0,0,0,1,62.98077,1.7917595,1,0,1
0,108.66461,282.52802,282.52802,65.198769,0,0,0,0,0,0,0,263.46768,377.33884,375.32281,375.32281,1,8.9722795,0,1,0,,0,1,11,0,1,1,1,1,168,5.25,1,1,0,0,0,0,1,28.365385,2.4079456,1,0,0
0,0,16.035578,232.42154,0,0,0,0,0,0,0,0,0,0,297.11865,.e,1,8.9722795,0,0,1,1,0,1,9,0,0,1,1,3.75,3519,4.25,0,1,1,0,,,,38.789722,2.0794415,1,0,0
39.23077,19.615385,0,0,0,296.75467,385.04562,146.61353,0,181.7028,39.520153,171.254,171.254,169.80247,77.95166,0,0,12.496587,0,0,1,0,0,1,10,0,0,1,1,10.75,5482,4.25,0,1,0,0,0,0,0,47.596153,1.7917595,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,0,1,0,0,0,1,10,0,0,1,1,11.25,7200,4,0,1,0,0,,,,,,,1,0
0,0,0,0,0,0,0,0,0,0,0,352.02213,352.02213,388.07474,403.47202,359.70361,1,8.9722795,0,1,0,0,0,1,10,0,0,0,0,0,0,,1,0,0,0,1,1,1,31.25,2.3749058,1,0,1
0,0,67.915382,176.58,258.07846,290.48138,288.78421,288.78421,288.78421,165.4429,343.97171,380.56445,380.56445,377.33884,375.32281,375.32281,0,11.108077,0,1,0,0,0,1,13,1,0,1,1,2.5,2400,5,0,0,0,0,0,0,1,83.653847,2.3025851,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,0,0,1,1,0,1,11,0,0,1,1,8,7359,4.5999999,,1,0,0,,,,,,,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.161354,1,8.9722795,0,1,0,0,0,1,9,0,1,1,0,0,0,,1,1,1,0,1,1,0,1.9230769,2.1400661,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.86945,1,8.9722795,0,1,0,0,0,0,8,0,0,1,1,1,510,4.25,1,0,0,0,1,1,1,5.7692308,1.6389967,1,0,1
90.615387,132.10222,180.25874,69.330292,0,0,0,21.68103,281.85339,279.58249,288.23364,289.99011,267.68317,80.116982,347.17361,347.17361,1,5.8583708,0,0,1,1,1,0,3,0,0,1,1,12,6084,4.75,1,0,0,0,1,1,1,64.903847,2.2246234,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.70499,472.90674,1,5.8583708,0,0,1,1,0,0,8,0,0,0,0,0,0,,1,0,0,0,1,1,1,10.096154,1.9459101,1,0,1
0,0,0,0,0,0,0,0,0,0,146.37094,237.85278,237.85278,235.58476,234.57675,234.57675,0,19.994539,0,1,0,0,0,0,11,0,0,0,0,0,0,,0,0,0,0,0,0,1,35.096153,1.8325815,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,0,1,0,0,0,1,11,0,0,0,0,0,0,,1,1,1,0,,,,,,,1,0
18.461538,0,0,0,0,196.41814,162.90392,73.306763,79.415665,78.775803,148.93243,28.176407,40.25201,40.141129,0,165.64728,0,11.108077,0,1,0,0,0,1,11,0,0,1,1,4.5,4320,6,0,1,0,0,0,0,1,44.23077,2.1400661,1,0,1
0,0,0,110.92846,0,0,0,0,0,0,135.68587,0,0,0,0,311.80664,1,8.9722795,0,1,0,0,0,1,10,0,0,0,0,0,0,,0,0,0,0,1,1,1,13.461538,2.1972246,1,0,1
0,40.296463,104.7708,159.14839,278.29471,240.10001,259.90579,281.56461,43.317635,182.54112,40.564693,128.07457,256.14914,174.38075,566.73743,566.73743,1,8.9722795,0,1,0,0,0,1,12,1,0,1,1,2.25,1147.5,4.25,1,1,0,0,1,1,1,66.346153,2.7146947,1,0,1
0,0,0,0,0,0,0,0,0,50.117409,46.608166,0,0,0,0,0,0,11.108077,0,1,0,0,0,1,11,0,0,1,0,0,0,,1,0,0,0,0,0,0,7.6923075,1.6956155,1,0,1
118.18462,128.48737,127.7262,98.250923,0,156.39021,0,0,0,0,0,0,0,0,0,62.361328,0,19.994539,1,0,0,0,0,0,12,1,0,1,1,1.5,790,6.25,0,0,0,0,1,0,0,29.326923,2.1972246,1,0,1
0,9.6958847,100.36385,186.39,186.39,71.419746,0,0,0,0,0,0,182.23183,0,0,0,1,8.9722795,1,0,0,0,0,1,8,0,0,1,0,0,0,,0,1,1,0,1,1,0,26.923077,1.5581446,1,0,1
0,0,0,0,0,.e,215.33861,.e,228.14662,49.400192,248.09874,304.45157,304.45157,301.54849,300.25824,427.29059,0,12.496587,0,1,0,0,0,1,7,0,0,1,1,1.25,500,5,1,0,0,0,0,0,1,40.383442,2.0794415,1,0,0
0,0,0,0,0,0,16.290392,27.989855,121.28938,173.00568,223.55234,217.49258,145.96111,91.669373,0,0,1,8.9722795,0,1,0,0,1,0,11,0,0,0,0,0,0,,1,1,0,0,1,1,0,35.096153,1.8484548,1,0,1
19.476923,0,32.599384,282.75439,235.44,232.3851,231.02737,231.02737,231.02737,246.9373,215.16528,0,23.053423,98.945602,98.52224,98.52224,1,8.9722795,1,0,0,0,0,1,8,0,0,1,1,7,6409,6.3299999,0,1,0,0,1,1,1,68.269234,1.658228,1,0,1
501.92307,55.76923,0,0,0,0,138.61642,300.3356,300.3356,138.07869,0,0,0,0,0,213.46484,0,12.496587,0,1,0,0,1,1,12,1,0,1,1,3,3360,8,1,1,1,0,0,0,1,29.326923,1.8718022,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,0,1,0,0,0,1,9,0,0,1,1,.5,202,5.0500002,,1,1,0,,,,,,,1,0
,,,,,,,,,,,,,,,,0,19.994539,1,0,0,0,0,0,11,0,0,1,1,1.5,484.75,5.0500002,1,1,0,0,,,,,,,1,0
0,0,0,0,0,515.39984,787.63007,787.63007,433.52139,324.65179,323.47977,323.47977,323.47977,320.39529,319.02438,319.02438,1,8.9722795,0,1,0,0,0,1,12,1,0,1,1,6.75,1612.75,4.75,1,1,1,0,1,1,1,66.82692,2.3446863,1,0,1
0,279.888,329.616,358.14047,257.47476,263.36978,261.83102,261.83102,261.83102,259.72144,450.237,297.71851,121.19514,233.23137,758.00195,758.00195,1,8.9722795,0,1,0,0,0,0,12,1,0,1,1,4.25,1914,4.5,1,1,0,0,0,0,1,79.32692,2.823163,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,1,0,0,0,0,1,11,0,0,1,1,,,6.25,1,0,0,0,,,,,,,1,0
0,0,0,0,0,0,0,0,0,0,256.00278,357.62811,174.54735,0,0,0,1,8.9722795,0,1,0,0,1,0,11,0,1,1,1,6,4440,5,1,1,1,0,1,0,0,15.384615,1.6677068,1,0,1
0,0,0,202.84062,659.23199,277.72025,285.6218,.e,.e,.e,0,0,0,0,0,0,0,11.108077,0,1,0,0,1,1,10,0,0,1,1,,,,,1,0,0,0,0,0,57.63966,1.7917595,1,0,0
0,0,0,113.19231,0,0,17.771338,231.02737,124.39936,158.49426,252.48987,319.67413,319.67413,316.62592,315.27115,145.50977,0,11.108077,0,0,1,1,0,1,9,0,0,1,1,2.75,990,7.5,1,0,1,0,0,0,0,50,2.1972246,1,0,1
0,0,0,87.535385,273.92538,213.01968,211.7751,211.7751,347.47003,366.66553,0,104.68449,226.81641,224.65363,223.6924,206.48529,1,8.9722795,0,1,0,0,0,1,9,0,0,0,0,0,0,,0,0,0,0,1,1,0,66.82692,1.7850705,1,0,1
13.076923,13.076923,101.87308,147.14999,227.30215,230.94554,339.48901,471.36035,229.59622,297.93625,0,0,0,0,0,0,1,8.9722795,0,1,0,0,0,0,10,0,0,1,0,0,0,,1,1,0,0,1,1,0,.h,,0,0,1
0,81.498459,176.58,176.58,176.58,192.41559,251.81984,251.81984,251.81984,115.77367,0,0,0,0,0,0,0,12.496587,0,1,0,0,0,1,9,0,0,0,0,0,0,,1,0,1,0,0,0,0,47.596153,,0,0,1
0,0,0,12.436062,62.180309,0,0,122.02985,251.90869,360.9364,341.19067,332.9939,332.9939,329.81866,328.40747,328.40747,1,8.9722795,0,1,0,0,1,1,11,0,0,1,1,12,8694,4.75,1,0,0,0,0,0,1,53.846153,1.8325815,1,0,1
0,52.823078,93.666634,161.29904,0,0,93.299515,242.57875,149.27924,29.274189,90.038658,73.185471,62.207649,111.93755,117.28838,99.244011,0,19.994539,0,1,0,0,0,0,8,0,0,1,1,1,802,5.7285714,1,0,1,0,0,0,0,57.692307,1.2447948,1,0,1
323.07693,828.95074,824.03998,824.03998,754.86206,0,0,0,0,0,0,0,98.800385,254.43155,253.3429,103.12355,1,5.8583708,1,0,0,0,0,1,9,0,0,0,0,0,0,,0,0,0,0,0,0,0,44.71154,2.1972246,1,0,1
248.06285,218.61624,366.5029,381.11221,406.94952,338.89496,29.618895,0,288.78421,487.65479,548.89105,548.89105,548.89105,543.65717,541.33099,541.33099,0,11.108077,0,0,0,0,0,1,12,1,0,1,1,12,1200.75,11.547344,0,0,0,0,0,0,1,87.980766,2.72767,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,0,1,0,1,0,1,10,0,0,1,1,4.75,3597,5.25,1,0,0,0,,,,,,,1,0
,,,,,,,,,,,,,,,,1,8.9722795,0,0,0,0,0,1,9,0,0,0,0,0,0,,0,1,0,0,,,,,,,1,0
0,0,0,0,10.753269,.e,0,0,0,0,0,0,0,60.62907,197.04448,197.04448,0,19.994539,0,1,0,0,0,0,10,0,0,1,1,,,4.25,1,1,0,0,0,0,1,37.694923,1.658228,1,0,0
0,143.31288,71.311157,0,0,0,0,0,0,0,94.262886,233.2421,304.45157,301.54849,300.25824,392.64542,0,19.994539,0,1,0,0,0,0,11,0,0,1,0,0,0,,,1,0,0,0,0,1,43.75,2.0794415,1,0,0
0,0,0,0,0,0,9.7186995,58.312199,0,192.16521,207.29785,0,0,0,0,0,1,8.9722795,0,0,1,0,0,1,10,0,0,0,0,0,0,,1,1,0,0,1,1,0,13.461538,2.1972246,1,0,1
134.39999,132.63213,182.07359,274.80075,163.11766,69.290855,111.95942,242.57875,37.319809,0,0,0,0,190.00717,190.00717,22.735901,1,8.9722795,0,0,1,1,0,0,10,0,0,1,1,12,832,2,0,1,0,0,1,1,1,40.865383,1.9459101,1,0,1
72.692307,103.61884,47.540768,0,507.45181,334.26431,21.177509,552.79425,575.16534,288.48074,373.40097,380.56445,380.56445,376.93561,375.32281,375.32281,1,5.8583708,0,1,0,0,1,0,11,0,0,1,1,2.5,2520,6,1,1,0,0,0,0,1,78.846153,2.3025851,1,0,1
0,0,0,0,0,0,0,0,0,21.223787,191.01408,0,0,0,0,0,1,8.9722795,0,0,0,1,0,1,12,1,0,0,0,0,0,,0,1,0,0,1,1,0,4.8076925,,0,0,1
18.461538,236.84308,253.55077,235.44,169.78847,435.72208,433.17633,433.17633,433.17633,429.68619,537.91321,351.29025,285.42334,261.04849,371.56958,371.56958,0,12.496587,1,0,0,0,0,1,11,0,0,1,1,4.5,5400,7.5,0,1,0,0,0,0,1,89.42308,2.3978953,1,0,1
0,0,51.299225,25.656923,0,0,0,119.95652,269.23575,240.62427,405.74023,479.5112,479.5112,454.15176,405.34863,405.34863,0,11.108077,0,0,1,0,0,0,12,1,0,1,1,5,1000,,0,1,0,0,0,0,1,55.76923,1.7917595,1,0,1
,,,,,,,,,,,,,,,,0,12.496587,1,0,0,0,0,1,9,0,0,1,1,10.5,8412,6,0,1,1,1,,,,,,,1,0
.x,.x,.x,.x,0,0,0,0,0,0,0,263.46768,322.01608,0,0,291.01953,1,8.9722795,1,0,0,0,0,1,10,0,0,1,1,1.75,632,4.25,,0,1,,1,0,1,.x,2.6210389,1,0,0
0,0,0,0,0,0,0,0,0,169.80704,199.63167,197.89351,197.89351,165.9807,0,0,1,8.9722795,0,1,0,0,0,0,8,0,0,0,0,0,0,,1,0,0,0,1,1,0,28.846153,1.6486586,1,0,1
0,0,0,39.240002,167.6378,149.59792,148.72388,148.72388,148.72388,216.46631,332.66455,298.7431,307.17404,304.94092,303.63617,303.63617,1,5.8583708,0,1,0,0,0,0,12,1,0,1,1,2.5,1392,4.3499999,1,0,0,0,1,1,1,76.92308,2.0906289,1,0,1
0,0,0,0,40.145538,20.072769,0,127.73148,369.86594,451.1705,449.54175,386.96817,109.77821,46.106846,0,0,0,11.108077,0,1,0,0,0,1,12,1,0,1,1,,,4.75,0,1,1,1,0,0,0,33.173077,,0,0,0
0,0,0,82.102158,209.48123,213.01968,146.61353,0,0,171.254,311.77011,273.71365,0,0,0,0,1,8.9722795,0,1,0,0,0,1,11,0,0,1,0,0,0,,0,1,1,0,1,1,0,36.53846,2.1400661,1,0,1
0,0,59.425961,35.655579,0,0,0,15.994203,143.20735,282.36731,297.133,266.39511,266.39511,519.53241,375.32281,375.32281,0,12.496587,0,1,0,0,0,1,9,0,0,0,0,0,0,,0,0,0,0,0,0,1,50.96154,2.3025851,1,0,1
379.88461,402.03693,400.24799,400.24799,369.9502,359.71277,357.61111,357.61111,357.61111,455.03729,368.34247,349.0947,291.13181,378.82031,377.19943,377.19943,1,5.8583708,1,0,0,0,0,0,11,0,0,1,1,3,510,4.25,0,0,0,0,1,1,1,83.653847,2.0541236,1,0,1
108.51923,126.37558,38.711769,133.11415,0,0,0,0,0,0,54.889103,32.93346,0,0,0,0,0,12.496587,0,1,0,0,0,1,10,0,0,1,0,0,0,,0,1,0,0,0,0,0,20.673077,,0,0,1
0,0,0,32.259808,154.25647,175.00247,85.913307,85.913307,159.44221,159.01132,0,0,0,234.67146,253.3429,253.3429,1,8.9722795,1,0,0,0,0,0,10,0,0,1,1,1.5,637.5,4.25,0,1,0,0,1,1,1,52.884617,1.9095426,1,0,1
0,.e,.e,234.91985,33.278538,0,0,0,0,0,463.70313,479.5112,363.11703,301.54849,300.25824,466.98819,1,8.9722795,1,0,0,0,0,1,10,0,0,1,1,12,8320,5,,1,0,0,0,0,1,56.172012,2.1102133,1,0,0
200,197.07692,229.96089,263.72177,196.2,193.65425,192.52281,192.52281,312.89401,384.99881,220.0248,237.70641,314.99026,399.71625,288.99857,489.07449,1,8.9722795,0,1,0,0,1,0,9,0,0,1,1,12,3900,1.5625,1,0,0,0,0,0,1,100,2.3025851,1,0,1
38.46154,0,0,0,22.638462,112.76802,113.73656,369.6438,369.6438,301.38409,295.66931,228.33867,0,0,0,0,1,8.9722795,0,0,1,0,0,0,9,0,0,1,1,12,5200,5.5555553,1,1,0,0,1,1,0,37.01923,2.0794415,1,0,1
,,,,,,,,,,,,,,,,0,11.108077,0,0,0,1,0,1,11,0,0,0,0,0,0,,0,1,1,0,,,,,,,1,0
36.615383,172.04861,353.16,353.16,316.93848,249.59073,385.04562,385.04562,385.04562,381.94327,988.15594,1098.6272,760.58801,0,0,0,1,5.8583708,1,0,0,1,0,1,11,0,0,0,0,0,0,,1,1,0,0,1,1,0,66.346153,2.6208088,1,0,1
0,0,0,0,0,0,0,0,0,122.95159,57.523781,0,0,17.322592,34.645184,0,1,8.9722795,0,0,1,0,0,1,9,0,0,0,0,0,0,,0,1,0,0,1,1,0,6.7307692,2.004179,1,0,1
193.84616,77.170151,0,0,0,199.03897,369.6438,369.6438,329.9545,238.71454,265.29733,267.58438,241.79747,231.5327,230.54204,230.54204,1,8.9722795,0,0,1,0,0,0,13,1,0,1,1,8.25,7780,5,1,1,0,0,1,1,1,70.192307,1.9487633,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,0,1,0,0,0,0,9,0,0,1,1,7.75,6894,6.9499998,1,0,0,0,,,,,,,1,0
,,,,,,,,,,,,,,,,1,5.8583708,1,0,0,0,0,0,11,0,0,1,0,0,0,,0,1,1,,,,,,,,1,0
278.65384,0,0,448.46793,566.18793,474.45294,471.68091,522.91614,567.38397,401.30493,237.12093,171.254,171.254,169.62103,441.72607,450.38736,0,11.108077,1,0,0,0,0,1,11,0,0,1,1,12,13972,5.25,,1,1,0,0,0,1,83.17308,2.3025851,1,0,0
.x,.x,.x,.x,0,0,.e,.e,.e,.e,.e,.e,.e,315.28955,193.29124,193.29124,0,12.496587,0,1,0,0,0,1,9,0,0,1,1,.5,408,5.0999999,1,1,0,0,0,0,1,.x,1.6389967,1,0,0
,,,,,,,,,,,,,,,,0,11.108077,0,0,1,1,1,0,12,0,1,0,0,0,0,,0,0,0,0,,,,,,,1,0
0,0,0,0,95.081535,174.28883,173.27054,173.27054,0,117.09676,18.296368,237.85278,109.77821,23.818563,238.18564,0,1,8.9722795,0,0,1,1,0,1,9,0,0,1,0,0,0,,0,1,0,0,1,1,0,40.865383,1.704748,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.8583708,0,1,0,0,0,1,9,0,0,1,0,0,0,,1,1,0,0,1,1,0,0,,0,0,1
0,0,0,0,0,0,0,0,133.28502,274.58868,325.30942,51.229828,0,0,0,166.29688,1,5.8583708,0,0,0,1,0,1,9,0,0,1,0,0,0,,1,1,0,0,1,1,1,20.673077,2.0794415,1,0,1
0,0,0,0,0,0,639.76813,831.69855,831.69855,401.10721,741.93964,781.58423,781.58423,774.13153,770.81921,770.81921,0,12.496587,1,0,0,0,0,1,8,0,0,1,1,.75,360,6,1,0,0,0,0,0,1,55.76923,3.0610518,1,0,1
66.46154,212.84308,114.09785,0,0,0,0,0,0,0,0,0,0,0,23.818563,154.82066,1,8.9722795,1,0,0,0,0,1,12,1,0,1,0,0,0,,0,1,1,0,1,0,1,18.75,1.704748,1,0,1
0,0,0,0,0,0,297.66989,323.43832,323.43832,247.0614,.e,.e,.e,.e,314.4964,313.9859,1,8.9722795,0,1,0,0,0,1,9,0,0,1,1,9,6858,4.25,0,1,1,1,1,1,1,46.48716,1.9459101,1,0,0
151.77753,0,0,0,188.57838,0,0,0,0,0,0,0,0,0,0,28.582275,0,11.108077,0,1,0,0,0,1,10,0,1,1,1,.25,,5.8200002,0,0,0,0,0,0,1,.h,1.704748,1,0,0
0,124.36062,202.086,202.086,202.086,199.46388,198.29849,198.29849,106.77612,68.501602,109.8148,84.803665,0,0,0,0,1,5.8583708,0,1,0,0,0,0,10,0,0,1,0,0,0,,1,0,0,0,0,0,0,56.73077,1.6389967,1,0,1
0,154.50751,0,105.64616,132.8123,213.01968,211.7751,374.14587,382.37991,252.60785,241.05464,228.33867,228.33867,226.16138,225.19368,225.19368,1,8.9722795,0,1,0,0,1,0,12,1,0,1,0,0,0,,1,1,0,0,1,0,1,67.78846,1.7917595,1,0,1
54.807693,169.19231,196.2,105.64616,108.66461,96.732048,176.88034,0,0,61.74725,0,0,0,95.274254,206.42755,31.758083,1,5.8583708,0,0,1,1,0,0,9,0,0,0,0,0,0,,0,0,0,0,1,1,0,46.153847,1.704748,1,0,1
0,0,83.00769,0,0,148.09447,385.04562,385.04562,385.04562,381.94327,380.56445,380.56445,380.56445,376.93561,375.32281,375.32281,1,8.9722795,0,0,0,1,0,1,12,1,0,1,1,,,,0,1,0,0,1,1,1,65.384613,2.0024805,1,0,0
.x,.x,.x,.x,565.05603,557.72424,554.4657,554.4657,592.49799,668.4007,665.98779,665.98779,665.98779,659.63733,656.81494,656.81494,0,12.496587,1,0,0,0,0,1,10,0,0,1,1,1,500,8.333333,0,1,0,0,0,0,1,.x,2.4849067,1,0,0
0,0,0,0,0,0,0,0,103.20334,266.15909,309.20862,432.2728,420.81647,416.8038,415.02042,415.02042,0,11.108077,0,0,1,1,0,1,9,0,0,1,1,2.75,990,1.875,1,1,1,0,0,0,1,47.115383,2.1799829,1,0,1
0,0,0,0,45.276924,0,0,0,0,0,0,0,0,0,0,0,1,8.9722795,0,0,1,0,0,1,11,0,0,1,1,12,7761,4.4000001,1,1,1,0,1,1,0,1.4423077,1.6094379,1,0,1
0,0,0,0,0,0,0,0,0,0,102.45966,266.39511,275.17737,273.27832,272.10904,272.10904,1,8.9722795,0,0,1,1,0,0,9,0,0,1,1,11.75,2350,,0,0,0,0,1,,1,33.653847,1.9810015,1,0,0
0,0,0,0,0,.e,.e,.e,.e,232.541,556.5755,556.5755,556.5755,551.26837,548.90961,548.90961,0,12.496587,0,0,1,0,0,1,9,0,0,1,0,0,0,,1,1,0,0,0,0,1,40.383442,2.5649493,1,0,0
0,0,0,0,0,0,0,0,0,0,305.62253,496.6366,458.43378,99.153793,373.95145,176.77704,1,8.9722795,0,0,0,0,1,1,9,0,0,1,1,,,4.3699999,1,0,0,0,1,1,1,26.923077,2.0605135,1,0,0
38.76923,429.39761,275.90625,289.97812,267.58661,278.86212,277.23285,277.23285,574.23633,822.13287,522.10516,468.09427,468.09427,463.63083,461.64706,461.64706,1,8.9722795,1,0,0,0,0,1,12,1,0,1,1,7.5,8712,5,0,1,0,0,1,1,1,94.230766,2.3272777,1,0,1
0,0,0,99.156464,218.83846,213.01968,411.08557,680.86432,570.34882,565.75348,660.31592,677.88043,677.88043,671.41656,668.54376,668.54376,1,8.9722795,0,1,0,0,0,1,12,1,0,1,1,11,5115,4.6500001,0,0,0,0,1,1,1,76.92308,2.6567569,1,0,1
36.923077,0,0,0,0,0,0,0,0,0,0,106.81419,462.86151,458.44794,456.48636,456.48636,1,8.9722795,0,0,0,1,0,0,12,1,0,1,1,8.75,7720,6,1,0,0,0,1,1,1,27.403847,2.6318889,1,0,1
,,,,,,,,,,,,,,,,0,12.496587,0,0,1,0,0,1,10,0,1,1,1,6,6200,6,0,1,1,0,,,,,,,1,0
