earnq1,earnq2,earnq3,earnq4,earnq5,earnq6,earnq7,earnq8,earnq9,earnq10,earnq11,earnq12,earnq13,earnq14,earnq15,earnq16,treatmnt,dsgn_wgt,white,black,hispanic,eng_sec_language,havekids_at_bline,male,educlevel_at_bline,hsgrad_at_bline,ged_at_bline,everwork_at_bline,wrk_lyr_bline,mos_wrk_lyr_bline,earn_lyr_bline,wage_bline,anywlfr_bline,alcohol_bline,arrest_bline,jail_bline,participate,voc_in_jc,work_wk48,pct_wks_wrk,logwage_wk208,wagenotmiss,attrit,nomiss
139.58313,.e,108.66461,108.66461,0,0,0,125.8803,327.28879,423.01306,277.50595,196.94211,196.94211,195.06418,194.22955,212.33167,1,8.9722795,1,0,0,0,0,1,9,0,1,1,1,12,,5.5555553,0,1,0,0,1,0,1,53.47271,1.9356298,1,0,0
,,,,,,,,,,,,,,,,1,8.9722795,0,0,0,1,0,0,12,1,0,0,0,0,0,,1,1,0,0,,,,,,,1,0
.x,.x,.x,.x,73.574997,71.08535,231.02737,231.02737,231.02737,205.44627,.e,.e,231.37885,231.2561,270.23242,270.23242,1,8.9722795,0,1,0,0,0,0,11,0,0,1,1,3.75,3195,2,0,1,0,0,1,0,1,.x,2.1972246,1,0,0
0,0,0,107.46431,0,0,124.39936,53.314011,0,0,123.97619,201.4613,201.4613,184.25671,0,0,0,19.994539,0,1,0,0,1,0,10,0,0,1,0,0,0,,1,0,0,0,0,0,0,30.288462,1.8000582,1,0,1
0,0,0,401.71951,339.9165,484.61978,542.20844,514.3222,370.60641,0,169.7903,275.90921,275.90921,63.67136,0,210.46948,1,8.9722795,0,1,0,0,1,0,9,0,0,1,1,,,4.25,1,1,1,1,1,1,1,55.28846,1.9810015,1,0,0
,,,,,,,,,,,,,,,,1,8.9722795,0,1,0,0,0,1,13,1,0,1,1,,,,0,1,0,0,,,,,,,1,0
0,0,0,0,83.454422,267.70764,0,0,0,0,0,0,0,144.35493,234.57675,54.133099,0,11.108077,0,1,0,0,1,0,10,0,0,1,0,0,0,,1,1,0,0,0,0,0,19.711538,1.8325815,1,0,1
0,0,0,101.87308,0,0,0,0,0,0,154.49452,148.65799,148.65799,147.24048,146.61047,146.61047,1,5.8583708,0,1,0,0,0,1,8,0,0,1,1,10.25,4920,5,1,0,0,0,0,0,1,40.865383,1.8325815,1,0,1
0,0,14.488615,47.088001,57.95446,220.50706,.e,241.06815,236.42505,235.88539,250.34972,283.91055,291.79108,299.89511,297.11865,296.03415,1,5.8583708,0,1,0,0,0,1,11,0,0,1,0,0,0,,0,1,0,0,0,0,1,38.789722,2.0794415,1,0,0
55.76923,216.78462,209.78308,63.387691,0,0,0,0,0,.e,.e,.e,.e,261.03967,234.57675,234.57675,0,11.108077,1,0,0,0,0,0,8,0,0,1,1,,,4.5,0,1,1,,0,0,1,44.556595,1.8325815,1,0,0
0,0,0,10.866462,10.866462,0,117.43892,86.635269,0,14.637094,116.15266,199.79634,0,240.53825,251.95348,234.57675,0,11.108077,0,1,0,0,0,0,10,0,0,1,1,6,1603,4.25,0,0,1,0,0,0,1,37.01923,1.8718022,1,0,1
.x,.x,.x,.x,235.44,232.3851,284.3414,302.11273,231.02737,229.16597,228.33867,228.33867,228.33867,226.16138,225.19368,225.19368,0,11.108077,0,1,0,0,1,0,12,1,0,1,1,12,8904,6,0,0,0,0,0,0,1,.x,2.4849067,1,0,0
92.307693,0,95.081535,176.58,192.42693,280.79868,279.15808,279.15808,262.34937,174.91246,116.3649,302.54874,418.26373,565.40344,562.98419,534.83502,1,5.8583708,0,1,0,0,1,0,11,0,0,1,1,11.25,9198,4.5454545,1,0,0,0,1,1,1,79.32692,2.7568405,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,1,0,0,0,0,0,12,1,0,1,1,6,3065,6.25,1,1,0,0,,,,,,,1,0
143.07692,86.85923,0,0,0,0,111.95942,195.92899,0,0,118.45913,424.65588,0,0,31.180664,277.16147,1,8.9722795,0,1,0,0,0,1,9,0,0,0,0,0,0,,,0,0,0,0,0,1,26.442308,2.0794415,1,0,0
,,,,,,,,,,,,,,,,1,8.9722795,0,0,0,0,0,1,10,0,0,1,1,7.5,3673,5.5,0,1,0,0,,,,,,,1,0
0,19.242693,0,0,95.081535,101.66849,93.299515,0,0,0,0,98.800385,148.20058,326.31061,0,0,0,12.496587,0,1,0,0,0,1,10,0,0,1,0,0,0,,1,1,.98792344,1,0,0,0,33.173077,2.0149031,1,0,1
0,0,157.56369,341.388,352.522,0,0,0,0,315.06607,362.634,380.56445,380.56445,376.93561,375.32281,375.32281,1,8.9722795,0,1,0,0,1,1,12,1,0,1,1,12,21704,8.0100002,0,1,0,0,1,1,1,58.173077,2.3025851,1,0,1
0,114.89019,11.489019,24.355211,201.99545,209.43707,208.21342,208.21342,208.21342,206.53583,126.64014,0,13.832054,334.43997,364.68387,133.38396,0,19.994539,0,1,0,0,0,0,10,0,1,1,1,3.5,3024,4.5,1,1,.98792344,1,0,0,1,65.865387,1.658228,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,0,0,1,0,0,0,11,0,0,1,0,0,0,,0,1,0,0,,,,,,,1,0
73.846153,366.74307,476.76599,476.76599,272.56708,0,0,0,0,241.79643,387.73663,433.84348,433.84348,429.7066,427.86801,241.65015,0,12.496587,0,1,0,0,0,1,12,1,0,1,1,10.75,10836,6.3000002,0,0,0,0,0,0,1,63.942307,2.2512918,1,0,1
0,0,126.05096,273.11041,273.11041,21.008492,137.28357,148.72388,80.082085,0,0,0,0,312.89529,337.79053,337.79053,1,8.9722795,1,0,0,0,0,0,10,0,0,1,1,3.75,825,,1,1,0,0,1,1,1,49.51923,2.0794415,1,0,1
0,0,0,0,0,0,124.39936,224.36313,250.27966,357.17624,439.53729,308.21915,270.58133,299.51456,400.15186,469.44223,1,8.9722795,0,1,0,0,0,1,9,0,0,1,1,1,240,4,1,1,1,0,1,1,1,57.21154,2.1041341,1,0,1
104.12308,148.20184,147.5424,147.5424,219.62326,154.57893,0,0,0,0,0,0,0,0,0,90.221832,0,12.496587,0,1,0,0,0,1,11,0,0,1,1,8.25,6063,5.25,0,1,1,0,0,0,1,36.057693,1.8325815,1,0,1
351.25385,308.08823,228.6711,228.6711,140.72067,0,0,0,76.268654,186.30844,70.258049,117.43633,356.66501,353.26407,351.75253,351.75253,0,19.994539,0,1,0,0,0,0,10,0,0,1,1,12,8346,5.3499999,1,1,0,0,0,0,1,65.865387,2.0554049,1,0,1
5.1153846,173.56154,225.63,225.63,194.7851,64.519615,0,92.41095,0,0,0,160.27618,418.62088,414.62918,412.8551,412.8551,1,8.9722795,0,0,1,1,0,1,10,0,0,1,1,12,3458,4.75,,0,0,0,1,1,1,57.21154,2.3978953,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,15.157268,181.88721,0,0,12.496587,0,1,0,0,0,1,10,0,0,1,0,0,0,,,1,1,0,0,0,0,6.25,1.658228,1,0,0
0,0,249.02307,294.29999,0,0,0,0,85.802238,204.32765,0,0,0,0,0,0,1,8.9722795,0,1,0,0,0,0,8,0,0,0,0,0,0,,1,1,1,0,1,1,0,19.711538,,0,0,1
0,0,0,0,0,0,244.35588,288.78421,412.16171,472.65479,336.57999,325.3826,325.3826,322.27997,320.901,320.901,1,8.9722795,0,1,0,0,0,1,9,0,0,1,1,,,4.3499999,0,1,0,0,1,1,1,61.53846,2.1459312,1,0,0
0,0,0,3.773077,12.2625,47.343006,57.756844,57.756844,57.756844,57.291492,26.346769,0,0,0,0,193.1469,0,19.994539,0,1,0,0,0,0,7,0,0,1,1,1.75,892.5,4.25,1,0,0,0,0,0,0,47.596153,2.0794415,1,0,1
0,0,0,0,70.088676,299.77679,298.02533,114.62512,0,0,0,161.03601,163.08983,174.34023,186.20279,175.75554,0,12.496587,0,1,0,0,0,1,12,1,0,1,1,11.5,6900,7.5,0,0,0,0,0,0,0,43.803745,1.8325815,1,0,1
0,0,0,0,0,0,0,71.08535,231.02737,141.3434,289.81445,342.508,342.508,235.30652,0,0,1,8.9722795,0,1,0,0,0,0,9,0,0,1,1,4.25,1530,4.5,0,0,1,0,1,1,0,34.134617,2.1972246,1,0,1
0,0,43.013077,111.834,127.60546,162.91884,224.88145,198.29849,198.29849,196.70079,211.50601,254.53906,267.85883,231.81541,230.82353,230.82353,1,5.8583708,1,0,0,0,0,0,12,1,0,1,0,0,0,,1,1,0,0,1,1,1,82.692307,1.8164521,1,0,1
173.07692,57.692307,0,183.37154,40.749229,0,122.32603,227.17693,199.92754,19.400375,0,204.91931,266.39511,235.86302,281.4921,209.31465,0,12.496587,1,0,0,0,0,1,11,0,0,1,1,8.5,4284,5.25,1,0,0,0,0,0,1,53.846153,2.0149031,1,0,1
0,0,0,49.306568,90.395378,59.882538,0,186.59903,202.14896,77.568626,0,139.12927,160.42386,166.92674,165.66988,177.86641,0,12.496587,1,0,0,0,0,1,9,0,0,1,0,0,0,,0,1,0,0,0,0,0,36.21188,,0,0,1
0,0,0,0,0,0,0,133.95145,348.27377,345.46768,246.03491,212.23787,190.28223,188.4678,245.40338,187.66141,0,19.994539,1,0,0,0,0,0,12,1,0,1,1,12,7200,2.5,0,0,0,0,0,0,1,42.307693,2.3434072,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,0,0,0,0,0,1,12,1,0,1,0,0,0,,0,0,0,0,,,,,,,1,0
0,56.596153,147.14999,79.234619,0,0,0,0,172.91714,56.824715,226.87495,210.77415,210.77415,226.16138,225.19368,225.19368,1,5.8583708,0,1,0,0,0,0,12,1,0,1,0,0,0,,1,0,0,0,1,1,1,59.615383,1.7917595,1,0,1
223.32307,237.67477,236.6172,236.97942,141.18854,128.78008,128.02766,200.54738,91.633453,0,72.453613,0,0,0,5.7741971,49.080677,1,8.9722795,1,0,0,0,0,0,12,1,0,1,1,12,6375,5,1,1,0,0,1,1,1,53.365383,2.0149031,1,0,1
0,.e,.e,.e,.e,201.60812,231.02737,291.44992,227.91739,52.693539,0,0,0,0,0,0,0,12.496587,0,1,0,0,0,1,8,0,0,0,0,0,0,,1,1,1,0,0,0,0,40.383442,,0,0,0
0,0,0,360.51749,363.34732,272.19336,0,0,0,0,0,0,0,346.45181,562.98419,0,1,8.9722795,1,0,0,0,0,1,8,0,1,1,0,0,0,,1,1,0,0,1,1,0,26.923077,3.9120231,1,0,1
161.53847,206.93077,206.00999,215.06538,155.07346,65.781342,0,0,102.18519,284.05109,396.66525,475.70557,475.70557,471.16953,469.1535,469.1535,1,5.8583708,0,1,0,0,0,1,8,0,0,1,1,12,2964,3,,0,0,0,1,0,1,76.92308,2.5257287,1,0,0
0,0,0,43.465847,43.465847,0,0,0,0,105.69963,0,0,0,210.46948,342.01291,342.01291,1,5.8583708,1,0,0,0,0,1,12,0,0,0,0,0,0,,,0,0,0,0,0,1,21.634615,1.9095426,1,0,0
0,0,105.26884,152.05499,125.568,0,0,157.38741,72.640335,0,128.80643,183.87849,100.99595,0,234.57675,234.57675,1,8.9722795,1,0,0,0,0,1,12,1,0,1,1,1.75,2856,6.8000002,1,1,0,0,1,1,1,55.76923,1.8325815,1,0,1
,,,,,,,,,,,,,,,,1,5.8583708,0,0,1,0,0,0,11,0,0,1,0,0,0,,1,0,0,0,,,,,,,1,0
101.41846,93.296219,104.35123,92.881081,104.3452,116.19255,115.51369,115.51369,115.51369,114.58298,198.30334,250.88712,250.88712,308.25775,506.4043,446.64136,0,19.994539,0,0,1,1,0,0,12,1,0,1,1,4.25,1392,7.48,,1,0,0,0,0,1,92.307693,2.1736147,1,0,0
.e,0,0,0,0,0,0,0,161.71916,200.73738,0,0,0,0,0,0,0,11.108077,0,1,0,0,0,0,10,0,0,1,1,,,,,0,0,0,0,0,0,37.694923,,0,0,0
,,,,,,,,,,,,,,,,0,12.496587,0,0,1,0,0,1,11,0,0,1,1,2.25,1530,4.25,0,0,0,0,,,,,,,1,0
,,,,,,,,,,,,,,,,0,19.994539,0,1,0,0,0,0,10,0,0,0,0,0,0,,1,1,1,0,,,,,,,1,0
0,0,0,0,235.44,251.75053,250.27966,250.27966,250.27966,248.26312,19.028223,0,83.138695,307.10797,381.40598,205.00597,1,8.9722795,1,0,0,0,0,1,10,0,0,0,0,0,0,,0,1,0,0,1,1,1,50.96154,2.0794415,1,0,1
,,,,,,,,,,,,,,,,1,5.8583708,1,0,0,0,1,0,12,1,0,1,1,7.5,9720,8.1000004,0,1,1,,,,,,,,1,0
270,658.57849,776.95203,742.36041,257.82126,0,0,199.92754,519.81158,515.62341,548.89105,667.45148,646.95953,640.79059,638.04877,638.04877,0,11.108077,1,0,0,0,0,1,11,0,0,1,1,11.5,21848,10.555555,0,1,1,0,0,0,1,75.96154,2.8332133,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.85498,0,11.108077,1,0,0,0,0,1,12,1,0,1,0,0,0,,0,1,0,0,0,0,0,2.8846154,2.1972246,1,0,1
91.53846,26.153847,117.26723,121.19123,32.259808,0,0,0,0,.e,.e,.e,.e,.e,0,0,0,12.496587,1,0,0,0,0,1,10,0,0,1,1,6.5,4420,4.25,,1,0,0,0,0,0,51.453407,2.0149031,1,0,0
0,0,0,156.47705,282.16577,227.42029,0,49.759743,0,0,0,0,0,163.967,163.26543,163.26543,1,8.9722795,0,1,0,0,1,1,10,0,1,1,1,10.25,14350,4.375,0,1,0,0,1,1,1,33.173077,1.9810015,1,0,1
0,0,0,221.85692,316.93848,0,154.01825,250.27966,115.51369,0,0,61.475796,199.79634,228.20573,116.92749,0,1,8.9722795,1,0,0,0,0,1,11,0,0,1,1,1.5,1020,4.25,1,0,0,0,1,1,0,37.5,1.7917595,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.994539,0,0,1,1,0,0,11,0,0,1,1,6,1530,4.25,1,0,0,0,0,0,0,0,1.6389967,1,0,1
173.07692,144.18849,167.79323,165.89294,174.39761,378.59409,376.38211,256.05533,256.05533,253.99228,253.07536,279.50995,343.64969,360.58255,262.72598,262.72598,1,8.9722795,1,0,0,0,0,0,11,0,0,1,1,3.25,328.9375,2.3499999,1,1,1,0,1,0,1,48.823204,2.1517622,1,0,1
,,,,,,,,,,,,,,,,0,12.496587,0,0,1,1,0,1,10,0,0,0,0,0,0,,1,0,.98792344,1,,,,,,,1,0
0,12.677539,82.403999,82.403999,19.016308,0,0,0,0,0,304.45157,304.45157,93.677399,176.56293,0,0,1,8.9722795,0,0,1,1,0,1,13,1,0,1,1,2.75,1320,6,0,1,1,0,1,1,1,51.442307,2.1202636,1,0,1
56.215385,34.712307,208.27385,166.61908,308.93954,97.194458,0,0,0,0,0,262.58948,262.58948,260.08557,258.97275,258.97275,1,8.9722795,0,1,0,0,0,1,11,0,0,1,1,11.25,6787,4.25,,1,1,0,1,1,1,51.923077,1.7917595,1,0,0
67.692307,0,0,0,249.02307,290.48138,299.15085,308.0365,308.0365,262.96066,396.73843,380.56445,58.548378,155.90332,506.68579,506.68579,1,8.9722795,0,1,0,0,0,1,11,0,0,1,1,,,,0,1,0,0,1,1,1,68.269234,2.6026897,1,0,0
178.92308,34.910309,183.37154,397.30499,425.60309,484.89328,462.05475,462.05475,378.88489,428.25079,406.32574,380.56445,440.51797,452.32275,461.16586,439.12769,0,12.496587,1,0,0,0,0,1,10,0,1,1,1,11,8216,4.75,0,1,1,1,0,0,1,91.82692,2.3025851,1,0,1
17.692308,226.63846,225.63,0,208.27385,271.11597,269.53195,269.53195,269.53195,267.36029,273.71365,275.90921,275.90921,252.34686,0,0,0,12.496587,0,1,0,0,0,1,11,0,0,0,0,0,0,,0,0,0,0,0,0,0,73.557693,1.9810015,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,0,0,0,0,0,1,12,1,0,1,1,5,6192,7.1428571,0,1,0,0,,,,,,,1,0
13.076923,120.73846,196.2,196.2,229.40308,232.3851,231.02737,231.02737,231.02737,229.16597,155.88506,142.71167,142.71167,141.35086,140.74605,460.19501,0,12.496587,0,0,1,1,1,1,10,0,0,1,1,6,2716,4.25,1,0,1,1,0,0,1,86.057693,1.8325815,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.723427,1,8.9722795,0,1,0,0,0,0,9,0,0,0,0,0,0,,1,0,0,0,1,1,0,3.8461537,1.704748,1,0,1
0,0,0,0,0,0,0,0,77.749596,54.153263,0,0,0,136.41541,208.19589,66.908508,1,5.8583708,0,1,0,0,0,0,10,0,0,0,0,0,0,,1,1,0,0,0,0,0,20.192308,1.658228,1,0,1
0,0,0,70.556541,0,0,0,0,0,0,0,0,0,0,0,0,0,11.108077,0,1,0,0,0,0,12,1,0,1,0,0,0,,1,0,0,0,0,0,0,5.2884617,1.658228,1,0,1
,,,,,,,,,,,,,,,,0,11.108077,0,0,1,1,0,0,11,0,0,1,1,5.5,4235,5.5,0,1,0,0,,,,,,,1,0
,,,,,,,,,,,,,,,,0,12.496587,0,0,1,1,0,1,11,0,0,0,0,0,0,,1,0,1,0,,,,,,,1,0
0,0,0,0,0,0,0,0,0,0,575.41345,621.52026,509.37088,413.50574,406.21475,413.7934,1,8.9722795,0,1,0,0,0,1,11,0,0,0,0,0,0,,0,0,0,0,1,1,1,37.01923,2.2512918,1,0,1
139.8448,.e,0,0,0,0,0,0,0,20.491932,20.491932,0,0,18.76614,247.94403,295.75436,1,8.9722795,0,1,0,0,0,1,8,0,0,1,1,12,6162,5.3000002,1,1,0,0,1,1,1,46.48716,2.064328,1,0,0
170,167.51538,166.77,264.56815,225.25269,314.68817,312.84958,312.84958,272.1236,190.97163,229.77753,127.59304,0,24.251627,315.27115,134.59653,1,8.9722795,0,0,0,1,0,0,12,1,0,1,1,9.75,6458,5.5,0,1,1,1,1,0,1,80.769234,2.0014801,1,0,1
12.692307,0,0,0,0,0,0,0,0,21.955641,303.4599,.e,.e,.e,.e,351.44757,1,8.9722795,0,0,0,1,1,1,8,0,0,1,1,1,660,5.5,1,1,0,0,1,1,1,57.068619,2.7080503,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.994539,0,0,0,0,0,0,11,0,0,1,1,2.25,648,2.25,1,1,0,0,0,0,0,0,,0,0,1
0,0,3.924,105.64616,93.798691,109.41466,108.77539,182.1562,66.642509,0,0,0,0,0,0,0,0,12.496587,0,0,0,0,0,1,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,.h,,0,0,1
0,0,0,174.95003,14.579169,87.968117,190.59758,117.29082,0,0,0,0,0,0,0,0,1,8.9722795,0,1,0,0,0,1,10,0,0,1,0,0,0,,1,1,0,0,1,1,0,19.23077,,0,0,1
142.15384,203.74615,294.29999,294.29999,294.29999,294.39108,339.61023,339.61023,339.61023,336.87396,335.65784,346.89914,372.19202,368.64304,367.0657,367.0657,0,11.108077,0,1,0,0,0,0,10,0,0,0,0,0,0,,0,0,0,0,0,0,1,94.71154,2.0980179,1,0,1
0,0,0,57.350769,186.39,85.488716,586.4541,465.96445,250.27966,248.26312,341.04428,368.85477,0,0,0,103.93555,0,12.496587,1,0,0,0,0,1,11,0,0,0,0,0,0,,1,1,0,0,0,0,0,44.71154,1.9459101,1,0,1
0,0,213.93346,231.13869,534.56952,677.78992,207.33226,0,53.314011,85.937233,133.05118,121.19514,342.508,339.24207,337.79053,337.79053,1,8.9722795,1,0,0,0,0,1,11,0,1,1,1,2.5,2137.5,5.5,0,1,0,0,1,1,1,67.78846,2.0794415,1,0,1
293.84616,941.0423,936.85498,936.85498,936.85498,924.6991,919.29645,919.29645,919.29645,810.9668,721.16962,721.16962,721.16962,714.29303,711.23676,711.23676,0,12.496587,1,0,0,0,0,1,12,1,0,1,1,10,11120,6.5,0,1,.98792344,1,0,0,1,95.67308,2.9418039,1,0,1
236.92308,236.49231,235.44,235.44,278.90585,302.10065,300.3356,300.3356,300.3356,206.58029,292.74188,475.70557,475.70557,471.16953,469.1535,475.22955,1,8.9722795,0,0,0,0,1,1,10,0,0,1,1,6,6858,5,0,1,1,0,1,0,1,92.78846,1.9661129,1,0,1
0,0,0,0,170.24123,273.05249,317.66266,346.54108,346.54108,343.74893,342.508,342.508,342.508,79.040306,0,0,1,8.9722795,1,0,0,1,0,0,12,1,0,1,1,6.75,187.0625,,0,0,0,0,1,1,0,55.28846,2.1972246,1,0,1
139.58313,0,0,0,0,0,0,0,0,23.887737,310.54059,310.54059,310.54059,324.35352,441.0043,441.0043,1,8.9722795,1,0,0,0,0,1,10,0,0,1,1,,,,0,1,0,0,1,1,1,53.47271,2.3460703,1,0,0
156.15384,.e,.e,229.70651,259.24893,283.21936,281.56461,300.3356,400.44745,248.26312,330.62018,352.83151,382.21182,379.00641,453.2023,342.48206,0,12.496587,1,0,0,0,0,1,12,1,0,1,1,1,630,5.25,0,0,0,0,0,0,1,62.640194,2.0794415,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.9722795,0,1,0,0,0,1,8,0,0,1,0,0,0,,1,0,0,0,1,0,0,0,,0,0,1
0,0,0,0,0,0,0,0,108.84943,0,0,0,0,0,0,0,0,11.108077,0,1,0,0,1,1,9,0,0,0,0,0,0,,1,0,1,0,0,0,0,3.3653846,,0,0,1
0,0,0,0,0,0,0,0,33.87661,87.369522,129.20895,178.38959,178.38959,68.422379,226.54701,327.23459,0,11.108077,0,1,0,0,1,0,10,0,0,1,1,4.75,1904.25,5,1,0,0,0,0,0,1,40.384617,2.0476928,1,0,1
130.84616,201.99998,0,0,0,0,0,0,0,105.53345,246.48866,219.55641,0,0,169.12984,0,1,8.9722795,1,0,0,0,0,1,9,0,0,1,0,0,0,,1,0,1,0,0,0,0,53.47271,1.8325815,1,0,1
155.35385,221.1203,220.1364,220.1364,256.24927,290.0571,288.78421,358.254,514.56097,303.82489,285.42334,257.36401,304.64917,459.86145,457.89383,281.05905,0,19.994539,0,1,0,0,0,0,9,0,0,1,1,12,11612,4.75,,0,0,0,0,0,1,96.153847,1.9671124,1,0,0
,,,,,,,,,,,,,,,,1,8.9722795,1,0,0,0,0,1,9,0,0,1,1,,,,0,1,0,0,,,,,,,1,0
.x,.x,.x,.x,238.2655,274.19431,290.76358,287.23047,294.44189,.e,.e,.e,.e,.e,.e,.e,1,8.9722795,0,0,1,0,0,1,12,1,0,1,1,12,16736,5.1845217,0,1,0,0,1,0,,.x,2.3025851,1,0,0
0,0,0,105.64616,63.387691,0,0,0,0,219.81494,1492.9836,1712.54,1712.54,1696.2103,1688.9526,1688.9526,1,8.9722795,1,0,0,0,0,1,9,0,0,1,1,10.25,4036,5.5,0,0,0,0,1,1,1,41.346153,3.0647252,1,0,1
0,0,144.13551,245.25,230.89473,.e,.e,.e,274.12631,.e,279.12061,356.96945,356.96945,353.56561,352.0528,352.0528,0,12.496587,0,1,0,0,0,1,11,0,0,1,1,3.25,3217.5,5.5,1,0,0,0,0,0,1,54.109161,2.2385798,1,0,0
0,0,0,0,0,0,0,0,177.71336,0,0,0,0,0,0,0,1,8.9722795,0,1,0,0,1,0,9,0,0,1,1,2.75,1870,4.25,1,1,0,0,1,1,0,4.8076925,,0,0,1
,,,,,,,,,,,,,,,,0,12.496587,0,0,1,1,0,1,9,0,0,1,0,0,0,,1,1,0,0,,,,,,,1,0
110.76923,73.495384,147.14999,269.77499,114.70154,183.97154,174.54785,74.361938,116.64291,145.66559,104.65522,272.10358,310.48447,233.52829,0,0,1,8.9722795,0,0,1,1,0,1,12,1,0,1,1,5,2850,4.75,0,0,0,0,0,0,0,65.865387,1.9671124,1,0,1
0,438.98886,437.03549,437.03549,437.03549,398.3768,0,0,0,20.282347,.e,.e,.e,373.38489,758.44678,758.44678,1,8.9722795,1,0,0,0,0,1,10,0,0,1,1,4.75,3898,6,0,1,0,0,1,1,1,53.47271,2.9572811,1,0,0
0,200.31577,216.3105,227.85078,312.10361,306.34088,356.09317,161.71916,149.27924,0,0,0,163.93546,263.85495,262.72598,261.28241,0,19.994539,1,0,0,0,0,0,12,1,0,1,1,3.5,1748,4.75,0,0,1,0,0,0,1,70.67308,2.1400661,1,0,1
,,,,,,,,,,,,,,,,0,12.496587,0,1,0,0,0,1,10,0,0,1,1,4.5,2430,4.5,0,1,0,0,,,,,,,1,0
36.346153,65.713844,12.828462,16.677,20.676462,49.759743,161.71916,301.27969,374.69754,371.67856,370.33676,379.83258,411.48532,307.23495,319.02438,477.81482,1,5.8583708,1,0,0,0,0,1,8,0,0,0,0,0,0,,0,1,0,0,1,1,1,80.769234,2.1972246,1,0,1
0,0,0,135.83076,60.369232,0,0,0,0,0,0,0,0,0,0,0,0,12.496587,0,1,0,0,1,1,10,0,0,1,1,2,1280,4,,0,0,0,0,0,0,6.25,,0,0,0
3.4615386,0,0,0,181.23259,373.97864,220.83949,219.47601,0,0,34.836285,452.8717,211.5426,275.63419,0,0,1,8.9722795,0,1,0,0,0,0,10,0,0,1,1,1.5,863,,1,0,0,0,1,1,0,63.46154,2.1400661,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,0,0,1,0,0,0,12,0,0,1,1,,,,0,1,0,0,,,,,,,1,0
0,0,0,0,0,0,0,0,0,113.2047,167.72281,79.150085,0,0,0,0,0,11.108077,0,1,0,0,0,1,9,0,0,0,0,0,0,,,1,0,0,0,0,0,13.942307,2.3025851,1,0,0
126.69231,310.41968,72.895844,242.98616,126.77538,299.02762,404.29791,404.29791,404.29791,13.328503,0,0,152.22578,57.084667,0,0,0,11.108077,0,1,0,0,0,1,9,0,0,1,1,6.75,4714,5.75,,1,0,0,0,0,0,43.75,,0,0,0
,,,,,,,,,,,,,,,,0,12.496587,1,0,0,0,0,1,8,0,0,1,1,1,864,6,0,1,1,1,,,,,,,1,0
45.76923,83.75769,149.7157,85.573387,28.675385,0,0,0,0,152.22578,247.36688,247.36688,242.06094,120.25964,278.89371,472.90674,1,8.9722795,0,0,0,0,0,1,11,0,0,1,0,0,0,,,0,0,0,0,0,1,56.25,1.9459101,1,0,0
0,0,0,0,0,0,0,0,20.733227,167.70341,390.66843,490.3002,420.52518,395.78241,394.08896,386.87122,1,5.8583708,0,1,0,0,1,0,12,1,0,0,0,0,0,,1,1,0,0,1,1,1,39.423077,2.0794415,1,0,1
0,0,0,0,0,0,0,6.1014924,54.913429,0,0,0,109.77821,235.58476,234.57675,234.57675,1,8.9722795,0,0,1,0,0,0,8,0,0,1,1,3,,,1,1,0,0,1,1,1,26.442308,1.8325815,1,0,0
52.615383,0,0,17.1675,448.14206,282.57159,0,0,0,133.19756,519.03137,570.84668,623.73981,597.13934,562.98419,562.98419,1,8.9722795,0,1,0,0,0,0,8,0,0,1,1,1.5,855,4.75,1,0,0,0,1,1,1,.h,2.3025851,1,0,1
,,,,,,,,,,,,,,,,0,11.108077,0,1,0,0,,1,7,0,0,0,0,0,0,,0,1,1,,,,,,,,1,0
61.53846,394.15384,241.47693,0,0,0,181.41573,481.30704,481.30704,353.01379,570.84668,513.76202,513.76202,508.8631,528.33905,766.52466,1,5.8583708,0,1,0,0,0,1,10,0,0,1,1,7,3044.5,4.3499999,1,0,0,0,1,1,1,68.75,2.3025851,1,0,1
0,0,0,0,110.92846,355.31995,326.54831,164.94022,194.92935,163.71866,0,65.86692,230.78372,235.58476,170.19446,228.80257,0,11.108077,0,1,0,0,0,1,12,1,0,1,0,0,0,,1,1,0,0,0,0,1,54.807693,1.7491999,1,0,1
0,0,59.765537,219.1403,184.88077,130.07767,310.55411,340.76538,340.76538,338.01981,453.12784,474.27844,474.27844,469.75601,467.74606,467.74606,1,8.9722795,1,0,0,0,0,1,9,0,0,1,0,0,0,,0,1,1,,0,0,1,75.480766,2.2995806,1,0,0
,,,,,,,,,,,,,,,,1,8.9722795,0,1,0,0,0,1,8,0,0,0,0,0,0,,0,0,0,0,,,,,,,1,0
